停留所名称,停留所かな,停留所+乗降場所ｺｰﾄﾞ,停留所ｺｰﾄﾞ,乗降場所ｺｰﾄﾞ,乗降場所補足情報,緯度,経度
梅森荘,うめもりそう,03095903,03095,903,2番,35.142939,137.019715
梅森台一丁目,うめもりだいいっちょうめ,03096101,03096,101,2番,35.132920,137.014667
梅森台一丁目,うめもりだいいっちょうめ,03096501,03096,501,1番,35.133152,137.015050
梅森台三丁目,うめもりだいさんちょうめ,03097101,03097,101,2番,35.136851,137.014904
梅森台三丁目,うめもりだいさんちょうめ,03097501,03097,501,1番,35.135805,137.015182
浦里二丁目,うらさとにちょうめ,03098101,03098,101,2番,35.088441,136.948823
浦里二丁目,うらさとにちょうめ,03098501,03098,501,1番,35.087228,136.948742
浦里五丁目,うらさとごちょうめ,03099101,03099,101,3番,35.084177,136.947662
浦里五丁目,うらさとごちょうめ,03099301,03099,301,1番,35.083659,136.948146
浦里五丁目,うらさとごちょうめ,03099701,03099,701,2番,35.083955,136.946364
運河事務所前,うんがじむしょまえ,03100501,03100,501,1番,35.101540,136.876281
運河通,うんがどおり,03105301,03105,301,1番,35.158496,136.881904
運河通,うんがどおり,03105701,03105,701,2番,35.158307,136.882172
運河通三丁目,うんがどおりさんちょうめ,03110301,03110,301,1番,35.156875,136.876151
運河通三丁目,うんがどおりさんちょうめ,03110701,03110,701,2番,35.156913,136.876848
江川町,えがわちょう,04000101,04000,101,2番,35.185461,136.890456
江川町,えがわちょう,04000501,04000,501,1番,35.184851,136.890631
海老山,えびやま,04010101,04010,101,2番,35.117445,136.969764
海老山,えびやま,04010501,04010,501,1番,35.116763,136.969131
恵方町,えほうちょう,04015101,04015,101,2番,35.144857,136.933333
恵方町,えほうちょう,04015501,04015,501,1番,35.146192,136.933631
江松,えまつ,04017301,04017,301,1番,35.126334,136.822502
江松,えまつ,04017701,04017,701,2番,35.126174,136.820947
江向,えむかい,04020101,04020,101,4番,35.206507,136.895629
江向,えむかい,04020301,04020,301,1番,35.205893,136.896273
江向,えむかい,04020501,04020,501,3番,35.206514,136.895713
江向,えむかい,04020701,04020,701,2番,35.205813,136.895041
猿子橋,えんこばし,04025101,04025,101,2番,35.156652,136.883105
猿子橋,えんこばし,04025501,04025,501,1番,35.157074,136.883643
延珠橋,えんじゅばし,04030101,04030,101,2番,35.191447,137.002890
延珠橋,えんじゅばし,04030501,04030,501,1番,35.191136,137.003037
円上,えんじょう,04035101,04035,101,2番,35.143674,136.917696
円上,えんじょう,04035501,04035,501,1番,35.143996,136.918092
円頓寺通南,えんどうじどおりみなみ,04040101,04040,101,2番,35.175638,136.889648
円頓寺通南,えんどうじどおりみなみ,04040501,04040,501,1番,35.175721,136.890046
笈瀬通,おいせどおり,05000101,05000,101,3番,35.166868,136.878411
笈瀬通,おいせどおり,05000301,05000,301,1番,35.167591,136.877645
笈瀬通,おいせどおり,05000701,05000,701,2番,35.167342,136.879531
応仁町,おうじんちょう,05003101,05003,101,2番,35.139051,136.882155
応仁町,おうじんちょう,05003501,05003,501,1番,35.139370,136.882292
小碓中橋,おうすなかばし,05005101,05005,101,2番,35.118776,136.856096
小碓中橋,おうすなかばし,05005501,05005,501,1番,35.118104,136.856576
小碓四丁目,おうすよんちょうめ,05010101,05010,101,2番,35.119489,136.850971
小碓四丁目,おうすよんちょうめ,05010501,05010,501,1番,35.119543,136.851114
大秋町,おおあきちょう,05015101,05015,101,4番,35.173513,136.866209
大秋町,おおあきちょう,05015301,05015,301,1番,35.172584,136.866530
大秋町,おおあきちょう,05015501,05015,501,3番,35.174529,136.866280
大秋町,おおあきちょう,05015701,05015,701,2番,35.172750,136.865810
大池町,おおいけちょう,05020301,05020,301,1番,35.156745,136.910665
大池町,おおいけちょう,05020701,05020,701,2番,35.156460,136.911164
大井町,おおいちょう,05025301,05025,301,1番,35.150172,136.907662
大井町,おおいちょう,05025701,05025,701,2番,35.149895,136.908448
大江駅,おおええき,05030101,05030,101,2番,35.093433,136.913323
大江駅,おおええき,05030501,05030,501,1番,35.093511,136.913644
大江町,おおえちょう,05035101,05035,101,3番,35.089752,136.898223
大江町,おおえちょう,05035301,05035,301,1番,35.089029,136.899313
大江町,おおえちょう,05035501,05035,501,2番,35.087404,136.898321
大金町,おおかねちょう,05037101,05037,101,2番,35.204811,136.887875
大金町,おおかねちょう,05037501,05037,501,1番,35.205242,136.887974
大我麻町,おおがまちょう,05040101,05040,101,4番,35.233022,136.909560
大我麻町,おおがまちょう,05040301,05040,301,1番,35.234109,136.907450
大我麻町,おおがまちょう,05040501,05040,501,3番,35.235335,136.909752
大我麻町,おおがまちょう,05040701,05040,701,2番,35.234031,136.906808
大久手池東,おおくていけひがし,05041101,05041,101,2番,35.248974,137.043793
大久手池東,おおくていけひがし,05041501,05041,501,1番,35.248270,137.043836
大久手池,おおくていけ,05042301,05042,301,1番,35.246916,137.039163
大久手池,おおくていけ,05042701,05042,701,2番,35.246966,137.039963
扇町二丁目,おうぎまちにちょうめ,05043301,05043,301,1番,35.153153,136.992999
大清水三丁目,おおしみずさんちょうめ,05044101,05044,101,2番,35.077588,136.987933
大清水三丁目,おおしみずさんちょうめ,05044501,05044,501,1番,35.077113,136.988630
大久手,おおくて,05045101,05045,101,4番,35.161705,136.935591
大久手,おおくて,05045301,05045,301,1番,35.162552,136.937227
大久手,おおくて,05045501,05045,501,3番,35.163577,136.936159
大久手,おおくて,05045701,05045,701,2番,35.162541,136.936709
大久手,おおくて,05045801,05045,801,5番,35.161839,136.936422
大清水,おおしみず,05046201,05046,201,1番,35.076464,136.996513
大清水,おおしみず,05046400,05046,400,3番,35.077566,136.996940
大清水,おおしみず,05046601,05046,601,2番,35.076673,136.997012
大清水,おおしみず,05046802,05046,802,4番,35.077335,136.997035
大清水小学校,おおしみずしょうがっこう,05047301,05047,301,1番,35.079217,136.990303
大清水小学校,おおしみずしょうがっこう,05047701,05047,701,2番,35.079121,136.990766
大清水西,おおしみずにし,05048301,05048,301,1番,35.079405,136.986951
大清水西,おおしみずにし,05048401,05048,401,3番,35.078360,136.987146
大清水西,おおしみずにし,05048701,05048,701,2番,35.079395,136.985803
大清水小学校南,おおしみずしょうがっこうみなみ,05049301,05049,301,1番,35.076025,136.990401
大清水小学校南,おおしみずしょうがっこうみなみ,05049701,05049,701,2番,35.075993,136.990102
大須,おおす,05050301,05050,301,1番,35.157916,136.900177
大須,おおす,05050701,05050,701,2番,35.157540,136.902073
大須赤門通,おおすあかもんどおり,05052101,05052,101,1番,35.160461,136.906031
大須観音,おおすかんのん,05055101,05055,101,2番,35.159448,136.898134
大須観音,おおすかんのん,05055501,05055,501,1番,35.159428,136.898547
大杉小学校,おおすぎしょうがっこう,05057301,05057,301,1番,35.189554,136.917275
大杉小学校,おおすぎしょうがっこう,05057701,05057,701,2番,35.189486,136.917434
大須万松寺通,おおすばんしょうじどおり,05058101,05058,101,1番,35.158371,136.905867
大須本町通,おおすほんまちどおり,05059501,05059,501,1番,35.159445,136.901766
大曽根,おおぞね,05060200,05060,200,12番,35.192012,136.934641
大曽根,おおぞね,05060201,05060,201,降車,35.192019,136.934648
大曽根,おおぞね,05060302,05060,302,6番,35.193127,136.935599
大曽根,おおぞね,05060304,05060,304,5番,35.192241,136.938515
大曽根,おおぞね,05060305,05060,305,4番,35.192125,136.939068
大曽根,おおぞね,05060500,05060,500,11番,35.193436,136.936337
大曽根,おおぞね,05060601,05060,601,9番,35.192036,136.935235
大曽根,おおぞね,05060701,05060,701,10番,35.192001,136.938429
大曽根,おおぞね,05060702,05060,702,降車,35.192213,136.937379
大曽根,おおぞね,05060703,05060,703,7番,35.192821,136.935675
大曽根,おおぞね,05060704,05060,704,8番,35.193232,136.934843
大曽根,おおぞね,05060901,05060,901,降車,35.191988,136.936443
大曽根,おおぞね,05060902,05060,902,3番,35.191786,136.936623
大曽根,おおぞね,05060903,05060,903,2番,35.191588,136.936599
大曽根,おおぞね,05060904,05060,904,1番,35.191482,136.936307
大曽根,おおぞね,050600G1,05060,0G1,,35.191716,136.937402
大曽根,おおぞね,050600G2,05060,0G2,,35.191809,136.937483
大曽根駅西,おおぞねえきにし,05065101,05065,101,2番,35.188267,136.935082
大曽根駅西,おおぞねえきにし,05065501,05065,501,1番,35.188105,136.935250
大高駅東,おおだかえきひがし,05070501,05070,501,1番,35.069540,136.940858
大高駅,おおだかえき,05075900,05075,900,,35.069470,136.939568
大高駅,おおだかえき,05075901,05075,901,降車,35.069492,136.939566
大高駅,おおだかえき,05075902,05075,902,1番,35.069101,136.939564
大高駅,おおだかえき,05075903,05075,903,,35.069114,136.939550
大高町大根山,おおだかちょうおおねやま,05080101,05080,101,2番,35.047102,136.952415
大高町大根山,おおだかちょうおおねやま,05080501,05080,501,1番,35.046466,136.952711
大高町坊主山,おおだかちょうぼうずやま,05090101,05090,101,2番,35.053092,136.949692
大高町坊主山,おおだかちょうぼうずやま,05090501,05090,501,1番,35.053193,136.949756
大高町丸ノ内,おおだかちょうまるのうち,05092301,05092,301,1番,35.068445,136.928879
大高南小学校,おおだかみなみしょうがっこう,05093301,05093,301,1番,35.060234,136.944887
大高南小学校,おおだかみなみしょうがっこう,05093701,05093,701,2番,35.059672,136.943842
大高橋,おおだかばし,05094301,05094,301,1番,35.069724,136.935719
大高橋,おおだかばし,05094701,05094,701,2番,35.068923,136.934330
大高緑地西,おおだかりょくちにし,05095301,05095,301,1番,35.062983,136.945847
大高緑地西,おおだかりょくちにし,05095701,05095,701,2番,35.062647,136.945694
大高緑地西口,おおだかりょくちにしぐち,05097101,05097,101,2番,35.064468,136.946802
大高緑地西口,おおだかりょくちにしぐち,05097501,05097,501,1番,35.064138,136.946722
大塚,おおつか,05100301,05100,301,1番,35.101638,136.961549
大塚,おおつか,05100701,05100,701,2番,35.101421,136.960941
大津通,おおつどおり,05105101,05105,101,1番,35.175258,136.906158
大津通,おおつどおり,05105501,05105,501,2番,35.175898,136.906152
大津橋,おおつばし,05110101,05110,101,4番,35.176650,136.905866
大津橋,おおつばし,05110301,05110,301,1番,35.178223,136.904561
大津橋,おおつばし,05110501,05110,501,3番,35.177239,136.906134
大津橋,おおつばし,05110701,05110,701,2番,35.178008,136.904361
大坪小学校,おおつぼしょうがっこう,05115101,05115,101,2番,35.135569,136.980056
大坪小学校,おおつぼしょうがっこう,05115501,05115,501,1番,35.135001,136.979845
大坪二丁目,おおつぼにちょうめ,05117101,05117,101,2番,35.137121,136.980174
大坪二丁目,おおつぼにちょうめ,05117501,05117,501,1番,35.137396,136.980145
大手橋,おおてばし,05120301,05120,301,1番,35.094301,136.870066
大手橋,おおてばし,05120701,05120,701,2番,35.094078,136.870065
おおね荘,おおねそう,05125101,05125,101,4番,35.110559,136.990663
おおね荘,おおねそう,05125301,05125,301,1番,35.109987,136.990699
おおね荘,おおねそう,05125501,05125,501,3番,35.109829,136.990056
おおね荘,おおねそう,05125701,05125,701,2番,35.110389,136.989979
おおね荘東,おおねそうひがし,05128101,05128,101,2番,35.112614,136.992083
おおね荘東,おおねそうひがし,05128501,05128,501,1番,35.112452,136.992137
大野木二丁目,おおのぎにちょうめ,05132101,05132,101,2番,35.219671,136.894334
大野木二丁目,おおのぎにちょうめ,05132501,05132,501,1番,35.219464,136.894242
大野木四丁目,おおのぎよんちょうめ,05135101,05135,101,4番,35.222811,136.896029
大野木四丁目,おおのぎよんちょうめ,05135301,05135,301,1番,35.222500,136.896433
大野木四丁目,おおのぎよんちょうめ,05135501,05135,501,3番,35.221934,136.896052
大野木四丁目,おおのぎよんちょうめ,05135701,05135,701,2番,35.222240,136.894654
大野木五丁目,おおのぎごちょうめ,05140101,05140,101,2番,35.223179,136.899614
大野木五丁目,おおのぎごちょうめ,05140701,05140,701,1番,35.222771,136.899310
大針,おおばり,05145101,05145,101,2番,35.151551,137.016027
大針,おおばり,05145501,05145,501,1番,35.150903,137.015471
大治西条,おおはるにしじょう,05150901,05150,901,降車,35.171800,136.809559
大治西条,おおはるにしじょう,05150902,05150,902,1番,35.171757,136.809807
大治役場前,おおはるやくばまえ,05155301,05155,301,1番,35.172726,136.820254
大治役場前,おおはるやくばまえ,05155701,05155,701,2番,35.172654,136.819751
大牧町,おおまきちょう,05160301,05160,301,1番,35.201977,136.959913
大牧町,おおまきちょう,05160701,05160,701,2番,35.201949,136.959557
大宮町,おおみやちょう,05165101,05165,101,2番,35.166538,136.863813
大宮町,おおみやちょう,05165501,05165,501,1番,35.166585,136.863918
大森,おおもり,05170101,05170,101,4番,35.204485,136.996649
大森,おおもり,05170301,05170,301,1番,35.205921,136.998843
大森,おおもり,05170501,05170,501,3番,35.205032,136.996458
大森,おおもり,05170701,05170,701,2番,35.205612,136.997810
大森霞ケ丘,おおもりかすみがおか,05175301,05175,301,1番,35.208607,137.006803
大森霞ケ丘,おおもりかすみがおか,05175701,05175,701,2番,35.208272,137.006152
大森口,おおもりぐち,05180101,05180,101,5番,35.203916,136.991305
大森口,おおもりぐち,05180102,05180,102,4番,35.205175,136.990561
大森口,おおもりぐち,05180301,05180,301,1番,35.204834,136.992990
